ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,239,11,239,239,30,116,11,493,116
0,91,15,197,197,763,240,351,2636,240
0,12,10,21407,1295,102,1772,1244,10980,1772
1,7,41,21407,971,128,1772,233,10980,1772
1,2,7,21407,1796,107,3583,6896,10980,3583
1,404,18,21407,3945,82,160,321,2690,160
1,2,10,21407,4424,148,347,194,1294,347
1,65,5,197,197,763,806,530,2400,806
1,3,50,21407,3945,162,1772,29,10980,1772
1,1,20,21407,1665,33,3583,6896,10980,3583
1,409,4,498,267,36,68,20,150,68
1,299,18,21407,3945,601,4649,1244,10980,4649
1,839,12,21407,2641,138,1772,1244,10980,1772
1,2,7,721,721,7,3583,6896,10980,3583
1,2,2,221,221,1135,1256,27,2636,1256
1,31,3,400,67,431,806,670,2400,806
1,404,9,21407,1796,128,175,202,892,175
1,839,46,21407,4424,97,4649,6896,10980,4649
1,163,16,21407,2547,49,224,3,412,224
1,14,6,37,17,1135,196,17,293,196
1,68,18,239,239,68,140,133,689,140
1,3,2,269,111,597,21,22,2636,21
1,3,21,21407,4424,120,4649,6896,10980,4649
1,25,10,400,10,211,135,11,941,135
1,1,2,21407,4424,304,73,2,783,73
1,34,5,295,93,763,806,670,2400,806
1,161,5,21407,2641,42,9,2,16,9
0,9,6,62,56,763,1043,161,2636,1043
1,32,2,90,90,431,165,351,2400,165
1,236,21,21407,3945,122,4649,6896,10980,4649
1,247,27,21407,3945,179,172,12,2690,172
1,839,64,21407,3945,106,597,153,1287,597
1,7,5,58,58,16,597,4,1287,597
1,14,4,74,74,179,806,35,2400,806
1,16,1,9,9,431,37,37,2400,37
1,17,9,129,129,179,806,670,2400,806
1,108,28,21407,3945,68,473,160,2690,473
1,76,37,21407,4424,525,4649,6896,10980,4649
1,11,36,742,489,172,121,3,1294,121
1,76,2,21407,397,72,154,211,1294,154
1,2,12,21407,1665,81,4649,6896,10980,4649
1,7,10,41,34,95,104,12,176,104
1,9,10,21407,3945,525,521,419,941,521
1,40,8,21407,3945,179,467,8,892,467
1,1,13,21407,2641,43,1772,6,10980,1772
1,31,7,275,18,284,110,62,1318,110
1,1,45,21407,2547,46,289,30,465,289
1,3,55,21407,1796,60,274,38,10980,274
1,3,2,400,295,83,121,6,1294,121
1,16,8,721,721,52,13,3,49,13
1,5,6,334,334,122,147,6,493,147
1,1,47,21407,2641,435,4649,6896,10980,4649
1,18,7,295,113,763,1043,161,2636,1043
1,50,14,234,151,1135,1256,333,2636,1256
1,108,6,21407,3945,140,199,321,2690,199
1,10,24,21407,3945,183,597,41,1287,597
1,1,35,21407,1567,210,85,18,465,85
0,1,6,62,56,763,1043,161,2636,1043
1,1,5,375,26,22,124,155,294,124
1,2,7,291,291,284,394,62,1318,394
1,73,2,498,267,251,218,1,941,218
1,3,8,25,25,431,37,37,2400,37
1,7,14,21407,2641,140,218,71,941,218
1,91,6,186,186,431,1043,161,2636,1043
1,409,6,721,721,113,4649,6896,10980,4649
1,1,15,21407,1567,305,1772,6896,10980,1772
1,4,11,15,181,296,238,24,689,238
1,2,25,742,489,160,3583,6896,10980,3583
1,13,38,112,185,435,4649,6896,10980,4649
1,7,18,21407,3945,128,199,321,2690,199
1,1,4,400,295,37,3583,16,10980,3583
1,12,3,197,197,179,1043,128,2636,1043
1,9,17,21407,2641,83,288,9,783,288
1,5,18,21407,971,197,4649,6896,10980,4649
1,25,5,21407,971,58,49,8,892,49
1,163,8,269,111,546,806,670,2400,806
1,6,8,21407,4424,114,42,11,2690,42
1,2,12,21407,1567,16,467,80,892,467
1,409,2,21407,2547,106,17,17,107,17
1,9,2,742,489,19,3583,56,10980,3583
1,22,5,234,151,1135,1043,128,2636,1043
1,34,10,275,257,147,43,3,293,43
1,2,24,21407,3945,183,3583,6896,10980,3583
1,404,18,21407,2547,532,4649,282,10980,4649
1,409,8,721,721,73,24,6,224,24
1,31,3,190,190,659,115,25,1318,115
1,5,23,21407,2641,435,288,205,783,288
1,409,8,21407,1796,251,3583,22,10980,3583
1,1,10,21407,971,111,566,665,1287,566
1,11,18,21407,2641,66,1772,6896,10980,1772
1,38,4,21407,2641,28,774,44,2400,774
1,12,11,21407,1567,305,3583,6896,10980,3583
1,5,22,38,38,110,42,45,1287,42
1,14,3,25,25,431,1043,161,2636,1043
1,299,9,74,74,179,806,35,2400,806
1,1,10,21407,2547,73,111,121,2400,111
1,5,17,21407,2641,43,342,11,1294,342
0,2,42,21407,4424,90,4649,6896,10980,4649
1,3,2,30,30,546,1043,161,2636,1043
1,34,16,21407,397,115,26,5,98,26
1,163,20,398,396,58,473,19,2690,473
1,3,16,21407,4424,525,3583,6896,10980,3583
1,30,13,44,44,597,1043,36,2636,1043
1,5,35,30,30,304,4649,6896,10980,4649
1,3,11,19,19,659,329,1,1318,329
1,839,22,21407,1796,73,3583,6896,10980,3583
0,22,29,21407,4424,151,774,59,2400,774
1,24,7,291,291,45,115,7,1318,115
1,1,18,742,489,19,185,324,449,185
1,5,49,21407,2641,304,4649,6896,10980,4649
1,26,12,742,489,366,3583,6896,10980,3583
1,1,25,742,489,160,3583,6896,10980,3583
1,1,8,105,105,32,384,30,2400,384
1,8,14,21407,2547,304,3583,38,10980,3583
1,45,3,221,221,1135,806,670,2400,806
1,1,152,21407,4424,525,201,225,384,201
1,32,2,21407,397,115,18,13,98,18
1,247,19,21407,3945,162,4649,6896,10980,4649
1,299,14,21407,4424,109,176,31,892,176
1,3,7,21407,4424,21,774,311,2400,774
1,1,11,16,16,431,240,33,2636,240
1,7,17,21407,3945,63,137,12,10980,137
1,19,11,21407,1567,305,3583,6896,10980,3583
1,409,45,21407,4424,525,1772,6896,10980,1772
1,6,23,21407,4424,169,35,80,190,35
1,236,17,21407,1295,5,3583,66,10980,3583
1,3,15,21407,4424,38,38,419,941,38
1,2,29,21407,1567,96,4649,13,10980,4649
1,839,26,721,721,79,196,199,10980,196
1,12,15,21407,971,58,4649,6896,10980,4649
1,2,7,398,396,140,180,88,493,180
1,40,13,129,129,1135,1256,351,2636,1256
1,1,46,21407,2547,230,4649,6896,10980,4649
1,10,37,21407,1665,178,4649,6896,10980,4649
1,2,13,21407,1295,267,4649,6896,10980,4649
0,2,57,21407,1796,415,3583,1244,10980,3583
1,50,3,239,239,7,25,3,892,25
1,2,25,721,721,66,4649,6896,10980,4649
1,13,5,21,21,1135,196,17,293,196
1,839,17,21407,3945,98,3583,66,10980,3583
1,5,23,21407,4424,601,4649,6896,10980,4649
1,17,1,56,35,763,806,670,2400,806
1,13,19,21407,3945,82,473,160,2690,473
1,4,31,21407,3945,143,1772,233,10980,1772
1,2,31,21407,1796,415,4649,6896,10980,4649
1,48,4,21407,4424,157,14,15,2690,14
1,3,29,742,489,147,135,94,941,135
1,5,26,21407,1796,145,103,29,2690,103
1,14,9,190,190,284,199,7,1318,199
1,2,3,26,26,597,15,22,2636,15
1,8,51,21407,1665,206,4649,91,10980,4649
1,7,26,21407,971,111,4649,6896,10980,4649
1,1,6,21407,4424,300,147,154,493,147
1,204,8,21407,3945,543,14,34,2690,14
1,161,6,21407,1567,173,35,30,115,35
1,3,41,21407,971,128,3583,3,10980,3583
1,19,152,21407,3945,525,521,419,941,521
1,10,35,21407,2641,83,288,205,783,288
1,32,12,21407,1567,173,63,30,115,63
1,409,6,721,721,46,26,7,111,26
1,35,45,21407,2547,335,3583,1244,10980,3583
1,299,10,21407,2547,532,58,4,10980,58
1,50,21,21407,4424,34,33,6,224,33
1,31,31,21407,2547,304,4649,1244,10980,4649
1,1,11,21407,4424,601,274,30,10980,274
1,8,22,21407,2641,231,3583,1244,10980,3583
1,1,9,21407,3945,28,107,6,294,107
1,4,13,21407,2641,43,4649,6896,10980,4649
1,1,10,21407,1567,305,217,6896,10980,217
1,137,2,375,321,183,3583,6896,10980,3583
1,4,7,21407,2547,20,597,219,1287,597
1,2,22,21407,2641,97,289,246,465,289
0,11,11,21407,3945,17,566,665,1287,566
1,7,20,21407,3945,292,342,96,1294,342
1,3,22,21407,4424,50,4649,6896,10980,4649
1,157,29,21407,1796,113,175,80,892,175
1,73,4,498,267,36,68,1,150,68
1,1,64,21407,3945,106,4649,1244,10980,4649
1,18,33,21407,3945,543,376,222,2690,376
1,56,5,21407,3945,98,1,13,146,1
1,17,18,742,489,267,73,45,1294,73
1,11,26,21407,2641,66,4649,6896,10980,4649
1,26,11,129,129,1135,1256,351,2636,1256
1,2,33,79,78,267,145,96,783,145
1,40,31,21407,2641,83,217,63,10980,217
1,3,152,21407,3945,525,521,419,941,521
1,5,19,21407,3945,317,3583,6896,10980,3583
1,3,28,21407,2641,211,135,419,941,135
1,17,38,21407,3945,317,92,11,190,92
1,2,24,21407,3945,601,3583,6896,10980,3583
1,2,26,21407,1796,94,3583,6896,10980,3583
0,299,9,21407,4424,525,1772,6896,10980,1772
1,18,22,21407,2641,435,217,46,10980,217
1,31,10,21407,4424,317,521,419,941,521
1,1,39,721,721,296,1772,96,10980,1772
1,7,3,21407,4424,114,58,181,176,58
1,2,29,21407,971,197,3583,6896,10980,3583
1,1,5,21407,1796,5,20,87,160,20
1,7,30,21407,3945,143,3583,6896,10980,3583
1,1,56,375,321,147,43,22,293,43
1,5,2,19,19,763,806,670,2400,806
1,18,37,21407,2641,73,104,181,176,104
1,24,43,21407,3945,317,4649,6896,10980,4649
1,42,5,21407,1665,68,344,3,783,344
1,2,29,721,721,19,38,18,941,38
1,34,21,21407,4424,300,110,68,2690,110
1,5,3,398,396,24,180,88,493,180
1,3,9,21407,4424,60,473,9,2690,473
1,26,13,21407,1796,109,185,324,449,185
1,12,6,742,253,659,394,244,1318,394
1,409,5,498,267,36,68,4,150,68
1,2,21,21407,1295,102,566,3,1287,566
1,3,21,184,184,48,566,25,1287,566
1,9,1,62,56,4,16,1,2636,16
1,5,51,21407,1665,206,4649,91,10980,4649
1,1,18,21407,3945,65,73,12,783,73
1,5,14,21407,2547,304,3583,6896,10980,3583
1,5,6,400,295,150,77,9,181,77
1,18,8,25,25,72,238,23,689,238
1,3,4,118,50,185,75,3,362,75
1,1,10,21407,4424,525,4649,6896,10980,4649
1,239,38,21407,3945,179,473,10,2690,473
1,7,31,10,181,162,337,7,783,337
1,295,14,21407,2547,335,18,12,30,18
1,163,52,21407,4424,34,64,154,224,64
1,92,37,21407,3945,543,199,321,2690,199
1,9,1,107,107,659,64,5,224,64
1,484,14,400,295,119,116,154,493,116
1,84,15,21407,4424,109,473,66,2690,473
1,839,7,21407,2547,532,774,311,2400,774
1,220,16,119,119,597,1043,22,2636,1043
1,65,13,105,105,597,806,670,2400,806
1,129,24,21407,1796,128,4649,6896,10980,4649
1,19,11,21407,181,75,394,244,1318,394
1,6,3,21407,2641,47,18,1,30,18
1,220,2,30,30,763,1256,351,2636,1256
0,1,18,21407,1665,66,4649,6896,10980,4649
0,1,16,21407,971,85,147,225,384,147
1,9,13,21407,2547,230,55,24,150,55
1,39,6,21407,971,14,18,1,362,18
1,9,17,21407,1665,136,597,665,1287,597
1,5,23,21407,2641,435,288,10,783,288
1,63,8,269,111,763,1256,530,2636,1256
1,3,23,21407,4424,169,35,80,190,35
1,1,7,21,21,278,3583,6896,10980,3583
1,1,71,21407,1665,103,3583,6896,10980,3583
1,409,27,21407,3945,159,597,153,1287,597
1,484,10,21407,4424,109,467,10,892,467
1,4,5,375,321,601,3583,6896,10980,3583
1,5,24,186,186,110,597,13,1287,597
1,9,5,21407,2641,11,107,155,294,107
1,220,4,39,39,763,1043,8,2636,1043
1,135,11,21407,4424,124,473,160,2690,473
1,2,4,43,43,50,806,530,2400,806
1,4,53,21407,2547,532,1772,233,10980,1772
1,6,57,21407,1796,415,3583,6896,10980,3583
0,186,61,21407,1665,206,4649,6896,10980,4649
1,22,58,21407,1796,415,521,419,941,521
1,10,8,275,257,659,115,174,1318,115
1,135,20,21407,3945,140,159,127,2690,159
1,6,6,498,231,113,467,202,892,467
0,1,30,21407,2641,231,4649,7,10980,4649
1,10,28,21407,1665,33,597,665,1287,597
1,3,22,21407,3945,190,3583,6896,10980,3583
1,31,3,80,80,1135,1256,351,2636,1256
1,1,13,398,396,109,473,13,2690,473
1,137,26,21407,4424,169,337,2,783,337
1,484,60,21407,1796,84,4649,6896,10980,4649
1,1,27,21407,2547,532,147,22,384,147
0,7,20,21407,4424,162,1772,6896,10980,1772
1,6,21,21407,4424,120,4649,6896,10980,4649
1,2,8,105,105,32,384,30,2400,384
1,299,16,21407,3945,179,335,321,2690,335
1,58,8,21407,2641,138,3583,6896,10980,3583
1,45,10,239,239,138,103,10,2690,103
1,299,12,21407,1665,81,3583,6896,10980,3583
1,65,1,105,105,597,20,2,39,20
1,484,5,21407,2547,82,224,179,412,224
0,167,8,21407,3945,185,28,8,362,28
1,299,4,21407,1295,93,1772,3,10980,1772
1,50,33,21407,3945,128,160,26,2690,160
1,2,21,21407,1295,102,1772,6896,10980,1772
1,23,2,234,83,1135,240,62,2636,240
1,1,51,21407,2547,335,288,205,783,288
1,299,19,21407,4424,97,566,665,1287,566
1,299,26,21407,4424,525,566,665,1287,566
1,9,3,94,94,296,91,24,689,91
1,137,27,21407,2641,195,1772,19,10980,1772
1,4,30,721,721,296,196,19,10980,196
1,6,43,21407,2547,304,4649,1244,10980,4649
1,12,23,21407,4424,366,4649,6896,10980,4649
1,2,49,21407,3945,162,3583,1244,10980,3583
1,129,24,21407,1796,128,3583,6896,10980,3583
1,3,5,21407,3945,292,342,211,1294,342
1,3,43,21407,3945,317,3583,6896,10980,3583
1,17,10,21407,3945,501,92,80,190,92
1,30,5,21407,3945,543,14,38,176,14
1,1,8,86,86,1135,240,62,2636,240
1,83,33,21407,3945,128,160,26,2690,160
1,137,22,498,231,107,4649,6,10980,4649
0,1,3,39,39,1135,15,22,2636,15
0,9,18,275,257,284,199,65,1318,199
1,3,12,375,321,52,3583,6896,10980,3583
1,3,60,21407,1796,84,1772,96,10980,1772
1,247,5,94,94,102,8,2,20,8
1,13,14,16,10,211,196,65,293,196
1,31,4,375,321,296,238,36,689,238
1,57,13,398,396,119,376,4,2690,376
1,839,61,21407,1665,178,4649,6896,10980,4649
1,9,38,21407,3945,179,147,154,493,147
1,10,10,742,489,366,521,419,941,521
1,839,15,21407,2641,167,597,665,1287,597
1,5,61,21407,1796,415,218,49,941,218
1,220,4,119,119,191,1256,530,2636,1256
1,2,46,21407,2547,230,4649,6896,10980,4649
1,404,17,21407,1295,278,597,665,1287,597
1,1,50,21407,3945,162,1772,29,10980,1772
1,5,51,21407,1665,325,4649,6896,10980,4649
1,40,24,118,63,65,54,15,293,54
1,2,4,12,50,1135,240,62,2636,240
1,137,9,498,231,296,3583,6896,10980,3583
1,3,10,21407,3945,140,34,8,111,34
1,8,17,197,197,179,1043,3,2636,1043
1,21,4,186,186,431,806,37,2400,806
1,236,28,21407,2641,435,4649,282,10980,4649
1,3,3,21407,2547,12,4649,6896,10980,4649
1,6,23,21407,4424,162,4649,6896,10980,4649
1,29,2,375,321,32,224,24,412,224
1,22,29,21407,4424,190,4649,1244,10980,4649
1,11,30,21407,1295,45,147,24,384,147
1,20,13,17,4,21,774,12,2400,774
1,839,8,21407,1567,305,4649,6896,10980,4649
1,83,19,21407,3945,543,376,222,2690,376
1,137,9,498,231,296,1772,49,10980,1772
1,2,54,21407,1567,325,137,68,10980,137
1,839,7,21407,1796,251,4649,22,10980,4649
0,3,26,21407,1665,206,4649,6896,10980,4649
1,13,11,221,221,1135,1256,114,2636,1256
1,4,27,21407,1665,178,140,133,689,140
1,6,10,25,25,140,218,71,941,218
1,2,24,721,721,296,3583,6896,10980,3583
1,1,3,21407,397,92,211,11,1294,211
1,484,17,21407,1567,173,597,3,1287,597
1,163,9,375,321,159,14,222,181,14
1,1,17,21407,1567,305,4649,6896,10980,4649
1,1,17,21407,4424,185,28,16,362,28
0,4,16,398,396,48,176,9,892,176
1,5,82,21407,4424,72,3583,6896,10980,3583
1,404,30,21407,3945,143,4649,6896,10980,4649
1,1,34,21407,1567,325,566,665,1287,566
1,4,5,400,67,431,1256,351,2636,1256
1,25,20,21407,1665,95,3583,6896,10980,3583
1,161,5,21407,2641,138,217,63,10980,217
1,108,17,21407,4424,148,342,96,1294,342
1,19,6,742,489,366,135,29,941,135
1,3,6,21407,4424,292,347,194,1294,347
1,18,15,21407,1796,415,3583,6896,10980,3583
1,5,6,221,221,1135,1256,114,2636,1256
1,295,12,21407,1665,85,473,160,2690,473
1,17,6,498,231,113,566,665,1287,566
1,17,47,21407,2641,138,288,205,783,288
1,45,2,38,38,296,238,98,689,238
1,3,22,21407,3945,190,3583,6896,10980,3583
1,32,1,21407,397,115,774,6,2400,774
1,5,52,21407,971,111,4649,6,10980,4649
1,137,10,21407,1295,93,42,665,1287,42
1,3,53,21407,1567,210,60,22,783,60
0,6,6,291,291,95,329,10,1318,329
0,1,39,21407,1567,102,4649,6896,10980,4649
1,2,27,74,73,1135,54,20,293,54
1,409,5,105,105,597,1043,1,2636,1043
1,4,28,21407,4424,366,4649,282,10980,4649
1,1,19,21407,3945,317,1772,6896,10980,1772
1,236,16,21407,3945,601,3583,6896,10980,3583
1,8,61,21407,1665,178,4649,6896,10980,4649
0,12,21,21407,1295,102,4649,6896,10980,4649
1,6,4,21407,2547,60,152,19,241,152
1,1,32,21407,2641,109,1772,6896,10980,1772
1,3,19,21407,3945,501,3583,1244,10980,3583
1,409,14,21407,3945,183,521,419,941,521
1,16,1,498,267,91,2,1,15,2
1,6,14,60,50,1135,806,16,2400,806
1,1,26,21407,4424,183,521,22,941,521
1,839,17,21407,2641,66,288,96,783,288
1,161,8,21407,2641,43,4649,6896,10980,4649
1,2,47,21407,1665,136,274,6896,10980,274
1,157,20,21407,3945,82,216,160,2690,216
0,2,15,239,239,15,110,15,2690,110
1,1,61,21407,2547,335,4649,6896,10980,4649
1,409,16,21407,1665,73,337,8,783,337
1,73,9,498,267,28,68,4,150,68
1,2,45,21407,3945,162,4649,6896,10980,4649
1,4,5,21,21,278,3583,6896,10980,3583
1,1,24,21407,4424,366,4649,6896,10980,4649
1,1,12,21407,2641,195,597,219,1287,597
1,9,14,21407,2547,304,4649,6896,10980,4649
1,68,44,21407,1567,325,4649,6896,10980,4649
1,14,10,21407,1665,68,140,133,689,140
1,19,26,21407,4424,501,3583,6896,10980,3583
1,1,8,184,184,179,1256,351,2636,1256
1,42,31,21407,3945,143,81,22,1287,81
1,1,14,21407,1567,72,467,96,892,467
1,3,6,21407,1665,81,4649,6896,10980,4649
0,54,25,21407,2641,140,29,8,941,29
1,31,10,74,74,179,1256,351,2636,1256
1,1,64,21407,3945,106,3583,1244,10980,3583
1,2,15,21407,4424,55,1772,52,10980,1772
1,15,10,190,190,147,196,3,293,196
1,16,7,375,321,106,384,419,2400,384
1,108,15,21407,971,58,337,14,783,337
1,8,2,37,37,191,806,670,2400,806
1,45,9,400,295,34,52,7,128,52
1,7,25,21407,4424,120,1772,233,10980,1772
1,186,50,21407,3945,162,3583,6896,10980,3583
1,484,5,21407,971,124,344,2,783,344
1,192,9,21407,3945,140,159,127,2690,159
1,50,7,80,80,1135,1043,30,2636,1043
1,1,56,21407,4424,169,774,311,2400,774
1,484,14,21407,3945,183,521,419,941,521
1,6,21,21407,1665,136,4649,6896,10980,4649
1,63,2,269,74,763,1256,530,2636,1256
1,1,12,21407,2547,42,218,419,941,218
0,3,5,21407,3945,40,4649,6896,10980,4649
1,1,16,21407,4424,601,3583,1244,10980,3583
1,21,11,21407,2547,335,3583,6896,10980,3583
1,4,16,21407,4424,90,4649,6896,10980,4649
0,220,1,184,184,2,1256,351,2636,1256
1,12,22,375,28,206,3583,6896,10980,3583
1,115,11,21407,4424,60,376,11,2690,376
1,19,11,21407,1796,132,7,3,7,7
1,1,33,21407,4424,300,216,160,2690,216
1,25,5,234,151,1135,1043,128,2636,1043
1,52,32,21407,1567,32,33,6,783,33
1,4,16,21407,2547,532,4649,6896,10980,4649
1,15,8,498,231,36,73,2,783,73
1,3,27,21407,1567,325,4649,6896,10980,4649
1,2,14,21407,2641,40,4649,6896,10980,4649
1,3,8,66,66,132,4,6896,108,4
1,295,7,21407,1796,251,1772,128,10980,1772
1,1,67,21407,1567,160,111,121,2400,111
0,247,24,21407,3945,183,597,41,1287,597
1,2,24,21407,971,128,4649,282,10980,4649
1,161,27,21407,2641,195,3583,6896,10980,3583
1,2,31,21407,1295,125,1772,6896,10980,1772
0,8,26,21407,4424,183,4649,6896,10980,4649
1,65,29,721,721,296,1772,96,10980,1772
1,2,27,74,73,1135,196,20,293,196
1,3,32,21407,2641,109,1772,6896,10980,1772
1,26,13,21407,1796,109,185,3,449,185
1,3,12,721,721,79,4649,6896,10980,4649
1,220,9,21407,2547,42,24,18,224,24
1,236,4,94,94,191,806,670,2400,806
1,9,16,21407,1295,123,4649,6896,10980,4649
1,1,2,39,39,546,1256,530,2636,1256
1,40,10,742,489,366,521,419,941,521
1,409,12,21407,3945,73,42,5,2690,42
1,4,3,25,25,431,1256,23,2636,1256
1,65,3,105,105,597,1043,22,2636,1043
1,1,8,400,295,300,159,127,2690,159
1,25,3,80,80,1135,1043,1,2636,1043
1,137,4,498,231,296,1772,6896,10980,1772
1,38,33,21407,2641,172,347,13,1294,347
1,15,44,21407,4424,366,521,419,941,521
1,87,22,21407,4424,304,147,154,493,147
1,67,3,269,74,546,806,670,2400,806
1,2,9,21407,1665,73,3583,1244,10980,3583
1,484,42,21407,2547,115,774,44,2400,774
1,57,21,21407,3945,183,521,68,941,521
1,10,16,21407,2641,267,384,18,2400,384
1,6,22,21407,4424,148,211,194,1294,211
1,409,18,239,239,68,140,133,689,140
1,12,14,21407,397,92,347,11,1294,347
1,167,14,21407,3945,48,376,222,2690,376
1,8,3,40,40,1135,1256,670,2636,1256
1,24,8,375,321,154,224,24,412,224
1,3,10,21407,1567,173,3583,4,10980,3583
1,2,41,186,186,110,42,45,1287,42
1,40,13,21407,1796,107,4649,6896,10980,4649
1,1,13,112,185,435,3583,6896,10980,3583
1,40,16,21407,2547,532,4649,665,10980,4649
1,27,2,105,105,546,806,670,2400,806
1,4,37,21407,4424,68,3583,6896,10980,3583
1,5,45,21407,4424,525,140,6,689,140
0,9,10,21407,4424,109,467,10,892,467
1,32,12,57,57,140,218,17,941,218
1,3,6,234,151,1135,240,2,2636,240
1,3,42,21407,3945,190,4649,6896,10980,4649
1,1,10,140,140,190,3583,6896,10980,3583
1,14,35,107,107,106,175,12,689,175
1,5,21,21407,1295,102,1772,1244,10980,1772
1,24,58,21407,3945,317,3583,6896,10980,3583
1,186,35,21407,2547,304,3583,1244,10980,3583
1,839,1,21407,2641,109,15,18,224,15
1,186,12,21407,1796,415,4649,1244,10980,4649
1,404,4,21407,4424,18,68,4,146,68
1,137,8,498,267,36,566,5,1287,566
1,409,3,21407,1796,91,3583,22,10980,3583
1,8,25,21407,1295,278,3583,6896,10980,3583
1,42,27,21407,1295,267,597,665,1287,597
1,1,25,21407,4424,120,467,5,892,467
1,404,17,21407,3945,140,152,10,241,152
1,6,14,90,90,1135,38,3,82,38
1,22,10,21407,1665,66,1772,10,10980,1772
1,2,21,21407,4424,50,337,8,783,337
1,45,20,21407,3945,179,172,33,2690,172
1,2,54,21407,2641,60,288,205,783,288
1,11,46,21407,971,96,774,311,2400,774
1,2,19,21407,3945,162,4649,6896,10980,4649
1,204,9,21407,3945,140,34,6,111,34
1,8,2,30,30,546,806,670,2400,806
1,126,25,21407,4424,601,774,43,2400,774
1,247,20,21407,3945,140,159,127,2690,159
1,1,11,21407,3945,52,4649,6896,10980,4649
1,247,1,40,40,1135,1256,333,2636,1256
1,84,49,21407,3945,162,3583,1244,10980,3583
0,1,6,149,149,317,165,6,2400,165
0,220,17,43,42,597,1043,4,2636,1043
1,13,49,21407,1796,415,4649,6896,10980,4649
1,40,19,184,184,48,145,10,783,145
1,10,15,21407,1796,109,774,5,2400,774
1,18,44,21407,4424,501,4649,282,10980,4649
1,8,20,21407,2641,231,1772,47,10980,1772
1,299,10,21407,1665,178,3583,6896,10980,3583
1,83,29,21407,4424,190,4649,1244,10980,4649
0,4,5,291,291,95,344,5,783,344
1,3,35,21407,1295,45,1772,1244,10980,1772
1,3,22,38,38,110,42,45,1287,42
1,12,30,21407,2641,231,4649,7,10980,4649
1,247,28,21407,3945,543,473,160,2690,473
1,11,18,21407,2641,167,48,116,783,48
1,13,33,21407,3945,543,160,321,2690,160
1,5,71,21407,1665,103,4649,6896,10980,4649
1,11,40,21407,1567,305,3583,6896,10980,3583
1,16,5,21407,4424,292,154,96,1294,154
1,409,55,21407,1796,84,197,324,449,197
1,1,18,21407,1567,96,289,246,465,289
1,7,17,21407,2641,83,288,205,783,288
1,409,38,21407,971,129,22,16,150,22
1,9,10,21407,4424,317,521,419,941,521
1,9,4,276,138,763,1043,7,2636,1043
1,18,3,149,123,763,806,670,2400,806
1,1,21,21407,4424,34,116,154,493,116
1,21,23,21407,2547,532,3583,6896,10980,3583
0,3,35,21407,1295,45,1772,96,10980,1772
1,20,22,21407,1665,138,99,160,2690,99
1,21,33,21407,2641,172,774,311,2400,774
1,839,49,21407,2547,304,4649,6896,10980,4649
1,30,3,295,93,763,806,670,2400,806
1,1,4,21,21,597,1043,161,2636,1043
1,31,2,74,74,179,806,35,2400,806
1,2,46,21407,2547,230,3583,1244,10980,3583
1,1,57,21407,2547,154,60,29,412,60
1,299,25,21407,4424,601,197,324,449,197
1,20,5,7,7,37,152,2,241,152
1,299,6,21407,1665,122,467,96,892,467
1,839,26,21407,971,111,4649,282,10980,4649
1,220,21,184,184,48,566,25,1287,566
1,1,17,160,84,292,342,211,1294,342
1,5,52,21407,971,111,1772,49,10980,1772
1,5,27,21407,4424,525,4649,6896,10980,4649
1,8,17,21407,2641,66,145,96,783,145
1,2,21,21407,3945,183,3583,6896,10980,3583
1,2,11,21407,1665,66,1772,128,10980,1772
1,8,21,21407,397,92,384,4,2400,384
0,10,10,742,489,267,384,121,2400,384
1,6,32,21407,4424,157,43,11,2690,43
1,17,4,21407,397,92,384,18,2400,384
1,126,13,21407,2547,532,4649,6896,10980,4649
1,3,47,21407,1295,64,201,225,384,201
1,299,28,21407,1665,73,566,665,1287,566
1,247,62,21407,3945,543,4649,1244,10980,4649
1,17,13,129,129,1135,1256,333,2636,1256
1,16,3,721,721,79,3583,6896,10980,3583
1,17,11,129,129,1135,1256,351,2636,1256
1,23,15,21407,1796,415,185,324,449,185
1,36,33,21407,3945,543,199,321,2690,199
1,23,1,43,43,179,806,530,2400,806
1,40,9,498,231,296,196,6896,10980,196
1,27,12,21407,3945,128,199,321,2690,199
1,3,25,21407,2641,435,4649,6896,10980,4649
1,5,42,21407,4424,90,1772,1244,10980,1772
1,16,6,21407,4424,50,337,153,783,337
1,1,38,721,721,296,4649,6896,10980,4649
1,9,5,742,489,172,73,15,1294,73
1,1,9,39,39,1135,240,62,2636,240
1,2,19,21407,4424,525,1772,233,10980,1772
1,3,24,21407,3945,601,3583,1244,10980,3583
0,31,38,21407,3945,501,4649,6896,10980,4649
1,43,2,61,61,546,806,670,2400,806
1,39,6,21407,1796,13,28,1,362,28
1,2,44,21407,1567,325,4649,6896,10980,4649
1,1,45,21407,2547,139,4649,1244,10980,4649
1,4,5,21407,4424,114,337,153,783,337
1,25,4,39,39,1135,806,16,2400,806
1,1,24,21407,4424,366,4649,6896,10980,4649
1,137,61,21407,1796,415,521,419,941,521
1,839,25,21407,1567,173,1772,96,10980,1772
1,12,5,171,171,1135,240,12,2636,240
1,19,20,21407,1796,109,185,324,449,185
1,4,6,21407,2547,60,49,6,892,49
1,27,5,171,171,1135,8,22,2636,8
